Index,Ticker,AveragePriceTarget,NumRatings,ClosingPrice,MarketCap,ExpectedGrowthRate,OverallRecommendation,ProjectedMarketCap,TotalRevenue,NormEBITDA,ReturnOnAssets,ChangeNormEBITDA,ChangeRevenue,OperatingCashFlow,ChangeOCF,Sector
1632,RPAY,10.0,11,6.27,554064850.3145218,0.595,1,883733436.2516623,279227000.0,131831000.0,-0.01386,0.0,59969000.0,74223000.0,0.0,Technology
1633,RPD,53.5,14,46.8,2955513551.818848,0.143,1,3378151989.728944,685083000.0,-70285000.0,-0.052550003,0.0,149679000.0,78204000.0,0.0,Technology
1635,RPM,95.0,11,84.33,11041074149.734495,0.127,1,12443290566.750776,6707728000.0,926068000.0,0.07295,135337000.0,601440000.0,285788000.0,107057000.0,Basic Materials
1636,RPRX,53.0,9,36.27,16073631603.185305,0.461,1,23483575772.25373,2237215000.0,983169000.0,0.0336,0.0,-52248000.0,2143980000.0,0.0,Healthcare
1637,RPT,11.0,9,9.3,805517656.520462,0.183,1,952927387.6637064,217656000.0,116942000.0,0.01007,0.0,4168000.0,97673000.0,0.0,Real Estate
1639,RRC,32.0,18,27.02,6501471233.985718,0.184,1,7697741941.03909,5335309000.0,3288930000.0,0.15771,76840000.0,1754870000.0,1864744000.0,0.0,Energy
1640,RRR,50.0,11,43.83,2542157638.2019043,0.141,1,2900601865.1883726,1663786000.0,725497000.0,0.11441,0.0,45887000.0,542224000.0,0.0,Consumer Cyclical
1641,RRX,184.0,7,129.16,8745837159.973145,0.425,1,12462817952.961733,5217900000.0,1009300000.0,0.04441,0.0,1407600000.0,436200000.0,0.0,Industrials
1642,RS,265.0,8,243.97,14318818944.644163,0.086,0,15550237373.88356,17025000000.0,2745500000.0,0.16908,12600000.0,2931700000.0,2118600000.0,0.0,Basic Materials
1643,RSG,145.0,13,135.23,42882920256.995605,0.072,0,45970490515.49929,13511300000.0,3766000000.0,0.057600003,1600000.0,2216300000.0,3190000000.0,0.0,Industrials
1644,RSI,7.0,9,2.79,615206151.58844,1.509,1,1543552234.3353958,592212000.0,-110473000.0,-0.21791,0.0,104107000.0,-60321000.0,0.0,Consumer Cyclical
1645,RSKD,7.25,6,5.24,989579238.6954346,0.384,1,1369577666.3544817,261247000.0,-104358000.0,-0.119449995,0.0,32106000.0,-26252000.0,0.0,Technology
1646,RTX,107.0,17,98.76,145603846349.4873,0.083,0,157688965596.49475,67074000000.0,11411000000.0,0.02816,24000000.0,2686000000.0,7168000000.0,0.0,Industrials
1647,RVLP,3.0,4,1.14,113258770.57878973,1.632,1,298097084.16337454,49721000.0,-36186000.0,-0.18294,0.0,32220000.0,-37810000.0,0.0,Healthcare
1648,RVLV,29.5,18,23.44,1718986503.1654358,0.259,1,2164204007.485284,1101416000.0,77931000.0,0.12078,0.0,210026000.0,23436000.0,0.0,Consumer Cyclical
1649,RVMD,32.0,9,20.42,2168073088.1004333,0.567,1,3397370529.053379,35380000.0,-239469000.0,-0.19979,9656000.0,5990000.0,-224401000.0,0.0,Healthcare
1650,RXDX,155.0,11,108.58,5047634551.121521,0.428,1,7208022139.001532,6809000.0,-141123000.0,-0.27208,4655000.0,3680000.0,-123254000.0,0.0,Healthcare
1651,RXO,22.0,12,18.39,2144292318.8323967,0.196,1,2564573613.3235464,4796000000.0,222000000.0,0.067090005,0.0,107000000.0,310000000.0,0.0,Industrials
1652,RXRX,17.0,7,6.45,1256401964.4465635,1.636,1,3311875578.2811413,39681000.0,-227665000.0,-0.23417999,18062000.0,29681000.0,-83524000.0,0.0,Healthcare
1653,RXST,17.5,6,16.37,572498217.3500061,0.069,0,612000594.3471565,49005000.0,-57779000.0,-0.21906,4022000.0,26412000.0,-58850000.0,0.0,Healthcare
1654,RXT,3.5,7,1.66,353322679.6155319,1.108,1,744804208.6295414,3122300000.0,439200000.0,0.01155,0.0,112800000.0,246700000.0,-12600000.0,Technology
1655,RYTM,36.5,8,17.68,1014658753.5140992,1.064,1,2094255667.2531009,23638000.0,-174246000.0,-0.31453,1672000.0,20484000.0,-173428000.0,0.0,Healthcare
1657,S,18.0,20,16.27,4599171449.719727,0.106,1,5086683623.3900175,422179000.0,-352740000.0,-0.10995,0.0,217380000.0,-193287000.0,0.0,Technology
1658,SABR,5.5,4,4.15,1363660948.1370697,0.325,1,1806850756.2816167,2537015000.0,60904000.0,-0.028180001,0.0,848140000.0,-279717000.0,0.0,Consumer Cyclical
1659,SAFE,51.0,8,28.17,1834951549.969673,0.81,1,3321262305.4451084,158051000.0,-1644000.0,0.02627,0.0,-150579000.0,47667000.0,0.0,Real Estate
1660,SAGE,52.5,16,40.67,2428714682.6538086,0.291,1,3135470655.306067,7686000.0,-545867000.0,-0.18991,1122000.0,1378000.0,-460036000.0,0.0,Healthcare
1661,SAH,55.0,6,50.82,1859183622.8355408,0.082,0,2011636679.908055,14001100000.0,756900000.0,0.07975,-5200000.0,1604700000.0,406100000.0,0.0,Consumer Cyclical
1662,SAIA,298.0,15,256.06,6793169311.230469,0.164,1,7907249078.272265,2792057000.0,627862000.0,0.14631,157203000.0,503353000.0,473026000.0,0.0,Industrials
1663,SAIC,116.5,12,107.62,5833047196.865845,0.083,0,6317190114.205709,7394000000.0,651000000.0,-1.0,0.0,310000000.0,532000000.0,0.0,Technology
1664,SAM,303.75,16,320.19,3855311762.39624,-0.051,0,3658690862.514032,2090334000.0,242669000.0,0.02787,0.0,32712000.0,199945000.0,0.0,Consumer Defensive
1667,SANM,72.0,5,58.02,3385652690.711975,0.241,1,4201594989.173561,7890475000.0,499751000.0,0.05336,41052000.0,1133832000.0,299778000.0,-31076000.0,Technology
1668,SAP,134.0,8,126.74,148603908811.72852,0.057,0,157074331613.99704,30871000000.0,7331000000.0,0.045760002,149000000.0,3032000000.0,5647000000.0,1000000.0,Technology
1669,SAVE,25.5,8,17.32,1908179006.3781736,0.472,1,2808839497.3886714,5068447000.0,179936000.0,-0.00932,296792000.0,1837672000.0,-89022000.0,0.0,Industrials
1670,SB,3.75,4,3.65,437474411.4303589,0.027,0,449286220.5389786,349718000.0,231588000.0,0.098629996,49518000.0,20687000.0,218046000.0,46000.0,Industrials
1671,SBAC,330.0,17,258.21,28083693300.628662,0.278,1,35890960038.20343,2633454000.0,1703716000.0,0.059070002,0.0,324620000.0,1285700000.0,-32000000.0,Real Estate
1672,SBH,17.0,5,14.74,1639987114.534378,0.153,1,1890905143.058138,3815565000.0,449125000.0,0.08140001,83908000.0,-59432000.0,217136000.0,60636000.0,Consumer Cyclical
1673,SBLK,27.0,7,20.68,2161018671.890259,0.306,1,2822290385.488678,1437156000.0,778062000.0,0.14644,143851000.0,9733000.0,769898000.0,0.0,Industrials
1674,SBRA,15.0,11,11.35,2623654828.980164,0.322,1,3468471683.911777,624811000.0,323354000.0,0.015520001,0.0,55266000.0,315733000.0,0.0,Real Estate
1675,SBUX,116.0,17,104.9,120561568396.89258,0.106,1,133341094646.9632,32250300000.0,6346500000.0,0.098859996,56300000.0,3189700000.0,4119600000.0,-277700000.0,Consumer Cyclical
1676,SCI,79.5,4,70.27,10763395925.811768,0.131,1,12173400792.09311,4108661000.0,1206808000.0,0.04328,0.0,-34482000.0,825725000.0,0.0,Consumer Cyclical
1677,SCPH,14.0,5,8.94,304443639.71033096,0.566,1,476758739.7863783,0.0,-25021000.0,-0.30692,468000.0,0.0,-34577000.0,0.0,Healthcare
1678,SCPL,18.5,10,16.86,368932219.3557739,0.097,0,404718644.633284,671000000.0,180100000.0,0.13254,0.0,64900000.0,150400000.0,0.0,Communication Services
1679,SCYX,9.0,5,3.56,116258918.13135149,1.528,1,293902545.0360566,13163000.0,-85695000.0,-0.51624,0.0,-8072000.0,-79883000.0,0.0,Healthcare
1680,SDC,1.0,7,0.39,151362900.6880417,1.564,1,388094477.3641389,470743000.0,-165182000.0,-0.21661,0.0,-166868000.0,-158174000.0,0.0,Healthcare
1681,SDGR,52.0,9,26.78,1921534677.2686005,0.942,1,3731620343.255622,137931000.0,-112429000.0,-0.127,-11960000.0,29836000.0,-119683000.0,-5204000.0,Healthcare
1682,SEAS,75.0,9,58.51,3869681609.9910736,0.282,1,4960931824.008556,1731237000.0,660302000.0,0.13288,0.0,227507000.0,564588000.0,0.0,Consumer Cyclical
1683,SEAT,9.5,10,7.93,1582613792.3010254,0.198,1,1895971323.1766284,600274000.0,94169000.0,0.03949,2170000.0,157236000.0,14375000.0,0.0,Communication Services
1684,SEDG,370.0,19,278.9,15659286397.30835,0.327,1,20779873049.22818,3110279000.0,233616000.0,0.04066,17820000.0,1146414000.0,31284000.0,0.0,Technology
1685,SEE,56.0,13,46.99,6764774621.635437,0.192,1,8063611348.989441,5641900000.0,1147000000.0,0.101169996,213500000.0,108100000.0,613300000.0,0.0,Consumer Cyclical
1686,SEIC,60.0,5,56.5,7585916000.0,0.062,0,8056242792.0,1991037000.0,701044000.0,0.12550999,0.0,72728000.0,566119000.0,0.0,Financial Services
1688,SEM,33.5,4,27.0,3433752000.0,0.241,1,4261286232.0,6333538000.0,635515000.0,0.0312,0.0,129023000.0,284825000.0,0.0,Healthcare
1689,SEMR,11.5,6,9.89,1458231021.5012207,0.163,1,1695922678.0059197,254316000.0,-5893000.0,-0.05242,1302000.0,66315000.0,-9624000.0,0.0,Technology
1690,SFIX,4.8,16,4.69,519689526.3404846,0.023,0,531642385.44631577,2072812000.0,-255431000.0,-0.18895,-84571000.0,-28446000.0,-58477000.0,-113872000.0,Consumer Cyclical
1691,SFL,12.0,5,9.24,1171280850.9864807,0.299,1,1521493825.4314384,670393000.0,452404000.0,0.04478,-28550000.0,156997000.0,355125000.0,0.0,Industrials
1692,SFM,34.0,12,34.34,3634957696.151733,-0.01,0,3598608119.190216,6404223000.0,613502000.0,0.07643,-265000.0,304354000.0,371329000.0,0.0,Consumer Defensive
1693,SG,12.0,8,6.89,763411985.206604,0.742,1,1329863678.2299042,470105000.0,-125280000.0,-0.13245,0.0,130231000.0,-43169000.0,0.0,Consumer Cyclical
1694,SGEN,229.0,15,205.0,38358370000.0,0.117,1,42846299290.0,1962412000.0,-541467000.0,-0.10362001,82158000.0,388041000.0,-453751000.0,0.0,Healthcare
1695,SGH,22.5,6,17.39,855664485.9680176,0.294,1,1107229844.842615,1819352000.0,195227000.0,0.05268,-20722000.0,318210000.0,84170000.0,68370000.0,Technology
1696,SGHT,15.0,4,8.01,390745433.1653595,0.873,1,731866196.3187183,71331000.0,-81019000.0,-0.19760999,710000.0,22375000.0,-75965000.0,0.0,Healthcare
1697,SGML,46.68,4,35.57,3682028518.409729,0.312,1,4830821416.153564,0.0,-56189331.0,-0.28915,-24315613.0,0.0,-8028435.0,-3767000.0,Basic Materials
1699,SHAK,57.0,18,54.85,2336247925.0076294,0.039,0,2427361594.0829268,900486000.0,53954000.0,-0.010620001,0.0,160593000.0,76741000.0,0.0,Consumer Cyclical
1700,SHC,18.5,6,17.03,4809664020.16449,0.086,0,5223295125.898636,1003687000.0,400345000.0,0.07581,82614000.0,72209000.0,277961000.0,0.0,Healthcare
1701,SHCO,8.5,6,5.61,1060699510.363968,0.515,1,1606959758.2014115,972214000.0,25990000.0,-1.0,0.0,411660000.0,14682000.0,0.0,Consumer Cyclical
1702,SHCR,2.5,4,1.45,512983940.0696411,0.724,1,884384312.6800613,412815000.0,-51862000.0,-0.13495,-18492000.0,29600000.0,-49657000.0,0.0,Healthcare
1703,SHLS,29.5,14,21.94,3843580933.5594177,0.345,1,5169616355.637417,326940000.0,181047000.0,0.08118,0.0,113728000.0,39455000.0,0.0,Technology
1704,SHO,10.0,11,9.52,2015688736.9232173,0.05,0,2116473173.7693784,912053000.0,230690000.0,0.01323,-292000.0,402903000.0,209384000.0,0.0,Real Estate
1705,SHOO,39.5,10,35.09,2766169415.388611,0.126,1,3114706761.727576,2122009000.0,302220000.0,0.15281,0.0,255867000.0,267883000.0,0.0,Consumer Cyclical
1706,SHOP,47.0,17,45.19,57485744630.010254,0.04,0,59785174415.21066,5599864000.0,-654987000.0,-0.01989,76792000.0,988008000.0,-136448000.0,0.0,Technology
1707,SHW,256.0,18,222.83,57501948679.86914,0.149,1,66069739033.16964,22148900000.0,3296500000.0,0.0867,289500000.0,2204300000.0,1919900000.0,0.0,Basic Materials
1708,SHYF,33.5,4,21.01,736839617.027092,0.594,1,1174522349.541185,1027164000.0,61533000.0,0.05775,0.0,35372000.0,-18843000.0,0.0,Industrials
1709,SIBN,24.0,8,19.45,698719882.4077606,0.234,1,862220334.8911766,106409000.0,-54985000.0,-0.2209,3452000.0,16257000.0,-41655000.0,0.0,Healthcare
1710,SIG,88.0,5,74.78,3480724779.180908,0.177,1,4096813065.095929,7842100000.0,855700000.0,0.06856,203800000.0,16100000.0,797900000.0,0.0,Consumer Cyclical
1711,SILK,59.0,8,39.42,1523571103.2302856,0.497,1,2280785941.535737,138638000.0,-46499000.0,-0.2036,3168000.0,37163000.0,-32581000.0,0.0,Healthcare
1712,SILV,8.93,7,7.1,1073953028.7746277,0.258,1,1351032910.1984816,43510000.0,14747000.0,-0.02372,0.0,43510000.0,-5057000.0,0.0,Basic Materials
1713,SIMO,96.5,8,64.16,2133756409.790039,0.504,1,3209169640.3242188,945921000.0,237620000.0,0.14383,0.0,23821000.0,83746000.0,0.0,Technology
1714,SIRI,5.45,14,3.96,15406380528.5708,0.376,1,21199179607.313423,9003000000.0,2676000000.0,0.12934,0.0,307000000.0,1976000000.0,0.0,Communication Services
1715,SITC,14.0,11,11.92,2506513776.042938,0.174,1,2942647173.074409,552353000.0,361157000.0,0.02498,0.0,48464000.0,257262000.0,0.0,Real Estate
1716,SITE,155.0,9,127.87,5767295159.87854,0.212,1,6989961733.772791,4014500000.0,436900000.0,0.09623,0.0,538800000.0,217200000.0,0.0,Industrials
1717,SITM,137.5,6,129.02,2940791663.383484,0.066,0,3134883913.166794,283605000.0,27985000.0,0.0141199995,11843000.0,64797000.0,39752000.0,0.0,Technology
1718,SIX,32.0,11,25.48,2121956423.957764,0.256,1,2665177268.4909515,1358236000.0,499283000.0,0.08156,1627000.0,-138669000.0,269361000.0,0.0,Consumer Cyclical
1719,SJM,158.0,13,157.29,16773247594.039915,0.005,0,16857113832.010117,7998900000.0,1542800000.0,0.04295,-79400000.0,-3800000.0,1144300000.0,8000000.0,Consumer Defensive
1720,SJW,81.5,6,78.98,2394618415.7798767,0.032,0,2471246205.0848327,620698000.0,240628000.0,0.022769999,2022000.0,47012000.0,166199000.0,0.0,Utilities
1721,SKE,11.91,6,6.13,464871010.6786728,0.943,1,903244373.7486612,0.0,-128566000.0,-0.43541,0.0,0.0,-93381000.0,0.0,Basic Materials
1722,SKIL,4.2,6,1.86,305867687.4724045,1.258,1,690649238.3126893,0.0,-55826621.0,-1.0,-54918442.0,-514021000.0,-1682961.0,-962301.0,Consumer Defensive
1723,SKIN,17.5,8,12.73,1683007779.4799805,0.375,1,2314135696.784973,365876000.0,5261000.0,-0.01362,22016000.0,105790000.0,-106600000.0,0.0,Consumer Defensive
1724,SKLZ,0.92,8,0.55,247538514.1652527,0.673,1,414131934.1984677,384089000.0,-275940000.0,-0.25097,0.0,-114380000.0,-179597000.0,0.0,Communication Services
1725,SKT,20.0,5,19.22,2037704327.2018435,0.041,0,2121250204.617119,442613000.0,241768000.0,0.03608,0.0,16088000.0,213960000.0,0.0,Real Estate
1726,SKYT,18.0,5,10.03,484280483.1069946,0.795,1,869283467.1770554,212941000.0,-1575000.0,-0.065349996,0.0,50093000.0,-14297000.0,1559000.0,Technology
1727,SKYW,22.0,4,22.15,1120754540.6982422,-0.007,0,1112909258.9133544,3004925000.0,614218000.0,0.015570001,394552000.0,291434000.0,480376000.0,0.0,Industrials
1728,SLAB,200.0,7,167.87,5484833137.463379,0.191,1,6532436266.718884,1024106000.0,189770000.0,0.029070001,0.0,303246000.0,71807000.0,0.0,Technology
1729,SLCA,17.0,5,12.55,967149399.4987336,0.355,1,1310487436.320784,1525147000.0,321763000.0,0.02933,0.0,421268000.0,262716000.0,0.0,Energy
1730,SLDB,8.0,4,4.66,91210643.01338196,0.717,1,156608674.05397683,13620000.0,-69290000.0,-0.25671,0.0,-5526000.0,-97977000.0,0.0,Healthcare
1731,SLDP,5.0,5,2.67,507366743.1377564,0.873,1,950297909.8970176,11789000.0,-44722000.0,-0.08533,0.0,9077000.0,-33824000.0,0.0,Industrials
1732,SLG,35.0,19,23.65,1522244050.4465103,0.48,1,2252921194.660836,826739000.0,327932000.0,0.00643,6948000.0,-17252000.0,276088000.0,0.0,Real Estate
1733,SLGN,56.0,11,52.06,5730712891.170502,0.076,0,6166247070.89946,6411499000.0,944300000.0,0.055910002,-5469000.0,734400000.0,748412000.0,12000.0,Consumer Cyclical
1735,SLQT,3.0,6,1.92,319703032.8540802,0.563,1,499695840.35092735,764045000.0,-30763000.0,-0.025109999,246128000.0,-173770000.0,-108147000.0,230167000.0,Financial Services
1736,SM,41.0,11,29.88,3643328057.670593,0.372,1,4998646095.124053,3345906000.0,2568981000.0,0.18030001,0.0,747991000.0,1686406000.0,0.0,Energy
1737,SMAR,50.0,19,45.99,6195956986.129761,0.087,0,6735005243.92305,766915000.0,-196780000.0,-0.13517,0.0,216083000.0,23588000.0,0.0,Technology
1738,SMG,86.0,8,71.6,4074140153.175354,0.201,1,4893042323.9636,3924100000.0,354600000.0,0.05669,-3700000.0,-1000900000.0,204500000.0,333500000.0,Basic Materials
1739,SMPL,42.5,12,36.84,3665263191.181183,0.154,1,4229713722.623085,1168678000.0,222955000.0,-1.0,-3059000.0,163065000.0,133662000.0,6976000.0,Consumer Defensive
1740,SMR,15.75,4,8.49,440386476.1276245,0.855,1,816916913.2167435,11804000.0,-239445000.0,-0.61191005,0.0,8942000.0,-148609000.0,0.0,Industrials
1741,SMRT,5.0,9,2.5,498132480.0,1.0,1,996264960.0,167821000.0,-99989000.0,-0.096140005,0.0,57184000.0,-81037000.0,0.0,Technology
1743,SMTC,41.5,10,21.49,1371872158.38871,0.931,1,2649085137.8485994,740858000.0,180786000.0,0.084750004,36072000.0,15675000.0,126711000.0,0.0,Technology
1744,SMWB,13.0,5,5.81,446230677.84524536,1.238,1,998664257.0176592,193234000.0,-77272000.0,-0.25267,0.0,55566000.0,-46065000.0,0.0,Communication Services
1745,SNA,248.0,7,229.73,12205278997.009275,0.08,0,13181701316.770018,4492800000.0,1357400000.0,0.11319,7500000.0,240800000.0,675200000.0,0.0,Industrials
1746,SNBR,36.0,4,28.27,631452865.2248383,0.273,1,803839497.4312191,2114297000.0,135281000.0,0.05593,0.0,-70652000.0,36138000.0,0.0,Consumer Cyclical
1748,SNCY,26.0,7,19.51,1103782164.9490356,0.333,1,1471341625.8770645,894444000.0,122641000.0,0.024,67641000.0,271429000.0,127440000.0,40000.0,Industrials
1750,SNDR,33.0,12,26.02,4631872321.487427,0.268,1,5873214103.646057,6604400000.0,963600000.0,0.090909995,350000000.0,995700000.0,856400000.0,0.0,Industrials
1751,SNDX,34.0,8,20.1,1375696286.10878,0.692,1,2327678116.0960555,0.0,-151757000.0,-0.02915,5589000.0,-139709000.0,-133675000.0,0.0,Healthcare
1752,SNOW,185.0,17,146.48,49329334589.34473,0.263,1,62302949586.34239,2065659000.0,-778732000.0,-0.07279,46435000.0,846332000.0,545639000.0,0.0,Technology
1753,SNPO,13.0,7,8.71,661444370.8969116,0.493,1,987536445.749089,1008013000.0,80856000.0,0.010140001,0.0,115798000.0,-23070000.0,0.0,Technology
1754,SNPS,420.0,14,378.36,58625366290.2832,0.11,1,65074156582.21436,5081542000.0,1325723000.0,0.075279996,-88834000.0,877349000.0,1697907000.0,-40993000.0,Technology
1756,SO,71.0,17,71.5,77857061568.0,-0.007,0,77312062137.024,29279000000.0,10279000000.0,0.02614,401000000.0,6166000000.0,6302000000.0,0.0,Utilities
1757,SOI,14.0,4,8.5,396158650.0,0.647,1,652473296.55,320005000.0,72237000.0,0.06548,0.0,160816000.0,67996000.0,0.0,Energy
1758,SOL,9.75,4,4.15,282637848.095047,1.349,1,663916305.1752653,79661792.0,21461570.0,0.0021799998,0.0,1751208.0,-35250000.0,0.0,Technology
1759,SON,65.0,9,59.81,5858144652.74823,0.087,0,6367803237.537326,7250552000.0,1038678000.0,0.08196,4621000.0,1660114000.0,509049000.0,0.0,Consumer Cyclical
1760,SONO,20.0,7,19.8,2595997699.9702454,0.01,0,2621957676.969948,1752336000.0,90323000.0,0.021440001,-17463000.0,35592000.0,-25908000.0,2352000.0,Technology
1761,SONX,3.0,5,1.88,97120423.75366688,0.596,1,155004196.31085235,41656000.0,-55386000.0,-0.2878,2816000.0,8459000.0,-61072000.0,0.0,Healthcare
1762,SOPH,9.0,4,4.7,301791217.7527428,0.915,1,577930181.9965025,47560000.0,-80928000.0,-0.19448,1324000.0,7110000.0,-70093000.0,0.0,Healthcare
1763,SOVO,18.0,7,17.02,1707650685.9283447,0.058,0,1806694425.7121887,878371000.0,93723000.0,0.06066,0.0,159185000.0,45395000.0,0.0,Consumer Defensive
1764,SPB,84.5,6,65.63,2691125222.377777,0.288,1,3466169286.422577,3132500000.0,82700000.0,0.00599,102100000.0,134400000.0,153100000.0,206900000.0,Consumer Defensive
1765,SPCE,4.25,10,3.19,894029416.0366058,0.332,1,1190847182.160759,2312000.0,-476326000.0,-0.28295,0.0,-980000.0,-380241000.0,0.0,Industrials
1766,SPG,131.0,17,109.95,41150543798.63086,0.191,1,49010297664.16936,5291447000.0,4523643000.0,0.04835,64742000.0,174658000.0,3766604000.0,0.0,Real Estate
1767,SPGI,401.0,17,344.6,113010540958.42969,0.164,1,131544269675.61217,11181000000.0,4070000000.0,0.06435,-59000000.0,2884000000.0,2603000000.0,0.0,Financial Services
1769,SPLK,115.0,17,93.56,15632471443.597656,0.229,1,19212307404.18152,3653708000.0,-119955000.0,-0.02323,0.0,980044000.0,449630000.0,0.0,Technology
1770,SPNS,24.0,5,21.25,1173201875.0,0.129,1,1324544916.875,474736000.0,88731000.0,0.06008,-146000.0,13701000.0,43780000.0,0.0,Technology
1771,SPOT,140.0,19,131.25,25927519800.0,0.067,0,27664663626.6,11727000000.0,-284000000.0,-0.05488,0.0,2059000000.0,46000000.0,0.0,Communication Services
1773,SPR,42.0,13,34.62,3643893367.576599,0.213,1,4420042654.870415,5029600000.0,40200000.0,-0.02607,-1800000.0,1076600000.0,-394600000.0,0.0,Industrials
1776,SPSC,160.0,7,148.29,5509507094.555664,0.079,0,5944758155.025561,450875000.0,98727000.0,0.06904,-644000.0,65599000.0,100052000.0,0.0,Technology
1777,SPT,75.0,12,53.61,2939881296.470642,0.399,1,4112893933.762428,253828000.0,-44788000.0,-0.11563,0.0,65969000.0,10668000.0,0.0,Technology
1778,SPTN,30.5,4,24.65,869876301.5382767,0.237,1,1076036985.002848,9643100000.0,70854000.0,0.019299999,94180000.0,712061000.0,110350000.0,0.0,Consumer Defensive
1779,SPWH,13.0,5,8.02,302333165.25650024,0.621,1,490082060.8807869,1506072000.0,95618000.0,0.050079998,0.0,-106557000.0,46794000.0,0.0,Consumer Cyclical
1780,SPWR,17.5,18,13.16,2403147572.1359253,0.33,1,3196186270.9407806,1741072000.0,152957000.0,-0.02201,-69000.0,417579000.0,-181482000.0,0.0,Technology
1781,SPXC,82.0,4,67.13,3113005936.633301,0.222,1,3804093254.5658937,1460900000.0,97700000.0,0.01873,0.0,241400000.0,-136800000.0,0.0,Industrials
1782,SQ,95.0,17,67.66,41339586720.072266,0.404,1,58040779754.98146,17531587000.0,-141995000.0,-0.015570001,0.0,-129616000.0,175903000.0,0.0,Technology
1783,SQNS,7.0,5,2.34,120206965.59083462,1.991,1,359539034.08218634,60551000.0,-263000.0,-0.05159,7487000.0,9672000.0,-1839000.0,0.0,Technology
1784,SQSP,28.0,12,32.08,4465921214.904785,-0.127,0,3898749220.611877,866972000.0,49996000.0,-0.00728,0.0,82934000.0,164219000.0,0.0,Technology
1785,SR,71.0,9,71.52,3758096895.606232,-0.007,0,3731790217.336989,2198500000.0,695500000.0,0.02715,58700000.0,-37000000.0,114100000.0,59100000.0,Utilities
1786,SRAD,13.5,10,11.03,3153432803.657532,0.224,1,3859801751.6768193,561202000.0,219937000.0,0.01358,-1410000.0,168986000.0,168077000.0,0.0,Technology
1787,SRC,43.0,14,38.79,5578700351.669312,0.109,1,6186778690.0012665,705438000.0,623448000.0,0.02568,0.0,98784000.0,486450000.0,0.0,Real Estate
1788,SRCL,53.0,5,42.07,3878189265.867615,0.26,1,4886518474.993196,2704700000.0,371300000.0,0.02004,0.0,57800000.0,200200000.0,0.0,Industrials
1789,SRE,171.0,17,153.14,48185498357.71289,0.117,1,53823201665.5653,14439000000.0,4587000000.0,0.02615,-88000000.0,1582000000.0,1142000000.0,0.0,Utilities
1790,SRPT,164.5,18,137.54,12073618214.639282,0.196,1,14440047384.708582,933013000.0,-473535000.0,-0.114870004,0.0,231126000.0,-325346000.0,0.0,Healthcare
1793,SSNC,65.0,11,55.19,13977750192.192078,0.178,1,16465789726.402267,5283000000.0,1865400000.0,0.04204,4300000.0,232000000.0,1134300000.0,0.0,Technology
1794,SSRM,20.5,8,15.69,3284167952.167511,0.307,1,4292407513.482937,1148033000.0,395604000.0,0.022650002,0.0,-326166000.0,160896000.0,0.0,Basic Materials
1795,SSTI,46.0,4,29.41,360757763.12828064,0.564,1,564225141.5326309,81003000.0,-1362000.0,-0.00838,9199000.0,22848000.0,12184000.0,0.0,Technology
1796,SSTK,87.0,4,71.89,2617428609.777832,0.21,1,3167088617.8311768,827826000.0,180845000.0,0.0841,-18577000.0,54411000.0,158451000.0,0.0,Communication Services
1797,SSYS,17.5,6,15.83,1067274424.856186,0.105,1,1179338239.4660857,651483000.0,-36526000.0,-0.026300002,59769000.0,44264000.0,-75405000.0,0.0,Technology
1798,ST,54.5,14,46.41,7098966396.659851,0.174,1,8334186549.678665,4029262000.0,789792000.0,0.04306,92750000.0,208456000.0,460593000.0,0.0,Technology
1799,STAA,80.0,7,61.55,3038409557.33757,0.3,1,3949932424.538841,284391000.0,50018000.0,0.08756,0.0,53919000.0,35715000.0,0.0,Healthcare
1800,STAG,36.0,14,33.18,6107973536.178589,0.085,0,6627151286.753769,657345000.0,480426000.0,0.021559998,0.0,92218000.0,387931000.0,0.0,Real Estate
1801,STE,220.0,5,192.25,19087425900.0,0.144,1,21836015229.6,4585064000.0,1271267000.0,0.038039997,845553000.0,1477545000.0,712879000.0,28068000.0,Healthcare
1802,STEM,12.0,9,4.89,755871768.4820099,1.454,1,1854909319.854852,362980000.0,-83313000.0,-0.05834,0.0,235609000.0,-106030000.0,0.0,Technology
1803,STEP,32.0,7,22.88,2386475432.4646,0.399,1,3338679130.017976,1365525000.0,70360000.0,0.00837,-411565000.0,577809000.0,184002000.0,-30279000.0,Financial Services
1804,STER,17.0,6,11.14,1073727774.531128,0.526,1,1638508583.9345014,766782000.0,135187000.0,0.026989998,0.0,124898000.0,104263000.0,0.0,Technology
1805,STGW,12.0,5,6.99,3130052109.348999,0.717,1,5374299471.752232,2687792000.0,405621000.0,0.04246,0.0,1218429000.0,347586000.0,-1232000.0,Communication Services
1806,STKL,14.0,4,7.81,843073873.8231659,0.793,1,1511631455.7649364,934662000.0,58807000.0,0.01912,20006000.0,122038000.0,60575000.0,0.0,Consumer Defensive
1807,STKS,12.5,4,8.3,263274346.0500717,0.506,1,396491165.151408,277178000.0,29038000.0,0.06241,0.0,39460000.0,25251000.0,0.0,Consumer Cyclical
1808,STLD,106.0,9,103.22,17619756602.615234,0.027,0,18095490030.885845,22260774000.0,5496809000.0,0.23846,0.0,3851924000.0,4460403000.0,0.0,Basic Materials
1809,STM,56.0,5,50.32,45447716209.49317,0.113,1,50583308141.1659,16128000000.0,4770000000.0,0.15582,-418000000.0,3367000000.0,5202000000.0,-377000000.0,Technology
